Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
1318,Sara Burbi,"Making Way for Trees? Changes in Land-Use, Habitats and Protected Areas in Great Britain under “Global Tree Restoration Potential”","Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/making-way-for-trees-changes-in-land-use-habitats-and-protected-a,"
5
"
1319,Sara Burbi,Organic Livestock Production- A Bibliometric Review,"Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/organic-livestock-production-a-bibliometric-review,"
8
"
1320,Sara Burbi,Constraints to the sustainability of a ‘systematised’ approach to livestock marketing amongst smallholder cattle producers in South Africa,"Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/constraints-to-the-sustainability-of-a-systematised-approach-to-l,"
1
"
1321,Sara Burbi,Unpacking the ‘Emergent Farmer’ Concept in Agrarian Reform: Evidence from Livestock Farmers in South Africa,"Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/unpacking-the-emergent-farmer-concept-in-agrarian-reform-evidence,"
7
"
1322,Sara Burbi,"Correction to: Peasant Farming, a Refuge in Times of Crises (Development, (2016), 59, 3-4, (229-236), 10.1057/s41301-017-0109-6)","Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/correction-to-peasant-farming-a-refuge-in-times-of-crises-develop,"
11
"
1323,Sara Burbi,"Correction to: Peasant Farming, A Buffer for Human Societies (Development, (2015), 58, 2-3, (346-353), 10.1057/s41301-016-0035-z)","Bennett, J.",https://pureportal.coventry.ac.uk/en/publications/correction-to-peasant-farming-a-buffer-for-human-societies-develo,"
8
"
1324,M Burhan,Crisis Management in the hospitality sector SMEs in Pakistan during Covid-19,"Burhan, M.",https://pureportal.coventry.ac.uk/en/publications/crisis-management-in-the-hospitality-sector-smes-in-pakistan-duri,"
4
"
1325,M Burhan,How is leadership cultivated between principal investigators and research team members? Evidence from funded research projects in the UK,"Burhan, M.",https://pureportal.coventry.ac.uk/en/publications/how-is-leadership-cultivated-between-principal-investigators-and-,"
4
"
1326,M Burhan,The perceptions of SME retailers towards the usage of social media marketing amid COVID-19 crisis,"Burhan, M.",https://pureportal.coventry.ac.uk/en/publications/the-perceptions-of-sme-retailers-towards-the-usage-of-social-medi,"
2
"
1327,Bernard Burke,"The antimicrobial efficacy of hypoxia mimicking cobalt oxide doped phosphate-based glasses against clinically relevant Gram positive, Gram negative bacteria and a fungal strain","Burke, B.",https://pureportal.coventry.ac.uk/en/publications/the-antimicrobial-efficacy-of-hypoxia-mimicking-cobalt-oxide-dope,"
5
"
1328,Bernard Burke,Effect of Zr Addition on the Corrosion of Ti in Acidic and Reactive Oxygen Species (ROS)-Containing Environments,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/effect-of-zr-addition-on-the-corrosion-of-ti-in-acidic-and-reacti,"
9
"
1329,Bernard Burke,Pectin coating of titanium and polystyrene surfaces modulates the macrophage inflammatory response,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/pectin-coating-of-titanium-and-polystyrene-surfaces-modulates-the,"
5
"
1330,Bernard Burke,Mechanisms of Hypoxic Up-Regulation of Versican Gene Expression in Macrophages,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/mechanisms-of-hypoxic-up-regulation-of-versican-gene-expression-i,"
8
"
1331,Bernard Burke,Antimicrobial treatment improves mycobacterial survival in nonpermissive growth conditions,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/antimicrobial-treatment-improves-mycobacterial-survival-in-nonper,"
2
"
1332,Bernard Burke,Human activated macrophages and hypoxia: a comprehensive review of the literature,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/human-activated-macrophages-and-hypoxia-a-comprehensive-review-of,"
1
"
1333,Bernard Burke,Oleoyl coenzyme A regulates interaction of transcriptional regulator RaaS (Rv1219c) with DNA in mycobacteria,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/oleoyl-coenzyme-a-regulates-interaction-of-transcriptional-regula,"
20
"
1334,Bernard Burke,"Structure, function and regulation of versican: the most abundant type of proteoglycan in the extracellular matrix","Burke, B.",https://pureportal.coventry.ac.uk/en/publications/structure-function-and-regulation-of-versican-the-most-abundant-t,"
29
"
1335,Bernard Burke,Monocyte-derived macrophages matured under prolonged hypoxia transcriptionally up-regulate HIF-1α mRNA,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/monocyte-derived-macrophages-matured-under-prolonged-hypoxia-tran,"
78
"
1336,Bernard Burke,Use of macrophages to target therapeutic adenovirus to human prostate tumors,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/use-of-macrophages-to-target-therapeutic-adenovirus-to-human-pros,"
21
"
1337,Bernard Burke,Increased TNF expression in CD43++ murine blood monocytes,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/increased-tnf-expression-in-cd43-murine-blood-monocytes,"
109
"
1338,Bernard Burke,IL-10 induces IL-10 in primary human monocyte-derived macrophages via the transcription factor stat3,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/il-10-induces-il-10-in-primary-human-monocyte-derived-macrophages,"
3
"
1339,Bernard Burke,Dissecting the components of the humoral immune response elicited by DNA vaccines,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/dissecting-the-components-of-the-humoral-immune-response-elicited,"
212
"
1340,Bernard Burke,Structure and function of the complex formed by the tuberculosis virulence factors CFP-10 and ESAT-6,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/structure-and-function-of-the-complex-formed-by-the-tuberculosis-,"
42
"
1341,Bernard Burke,The role of matrix metalloproteinase 7 in innate immunity,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/the-role-of-matrix-metalloproteinase-7-in-innate-immunity,"
12
"
1342,Bernard Burke,Transgenic mice showing inflammation-inducible overexpression of granulocyte macrophage colony-stimulating factor,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/transgenic-mice-showing-inflammation-inducible-overexpression-of-,"
213
"
1343,Bernard Burke,Hypoxia-induced gene expression in human macrophages: implications for ischemic tissues and hypoxia-regulated gene therapy,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/hypoxia-induced-gene-expression-in-human-macrophages-implications,"
26
"
1344,Bernard Burke,Macrophages as novel cellular vehicles for gene therapy,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/macrophages-as-novel-cellular-vehicles-for-gene-therapy,"
149
"
1345,Bernard Burke,Expression of HIF-1alpha by human macrophages: implications for the use of macrophages in hypoxia-regulated cancer gene therapy,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/expression-of-hif-1alpha-by-human-macrophages-implications-for-th,"
105
"
1346,Bernard Burke,Macrophages in gene therapy: cellular delivery vehicles and in vivo targets,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/macrophages-in-gene-therapy-cellular-delivery-vehicles-and-in-viv,"
15
"
1347,Bernard Burke,Regulation of a rat VL30 element in human breast cancer cells in hypoxia and anoxia: role of HIF-1,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/regulation-of-a-rat-vl30-element-in-human-breast-cancer-cells-in-,"
65
"
1348,Bernard Burke,Rotavirus pathogenicity,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/rotavirus-pathogenicity,"
33
"
1349,Bernard Burke,Molecular epidemiology of human rotaviruses in Manipur: genome analysis of rotaviruses of long electropherotype and subgroup I,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/molecular-epidemiology-of-human-rotaviruses-in-manipur-genome-ana,"
50
"
1350,Bernard Burke,Rearrangement of the VP6 gene of a group A rotavirus in combination with a point mutation affecting trimer stability,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/rearrangement-of-the-vp6-gene-of-a-group-a-rotavirus-in-combinati,"
49
"
1351,Bernard Burke,"Sequence analysis of two porcine rotaviruses differing in growth in vitro and in pathogenicity: distinct VP4 sequences and conservation of NS53, VP6 and VP7 genes","Burke, B.",https://pureportal.coventry.ac.uk/en/publications/sequence-analysis-of-two-porcine-rotaviruses-differing-in-growth-,"
15
"
1352,Bernard Burke,Temporal correlation between a single amino acid change in the VP4 of a porcine rotavirus and a marked change in pathogenicity,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/temporal-correlation-between-a-single-amino-acid-change-in-the-vp,"
25
"
1353,Bernard Burke,Nucleotide sequences of the VP4 and VP7 genes of a Chinese lamb rotavirus: evidence for a new P type in a G10 type virus,"Burke, B.",https://pureportal.coventry.ac.uk/en/publications/nucleotide-sequences-of-the-vp4-and-vp7-genes-of-a-chinese-lamb-r,"
26
"
1354,Amy Burrell,Behavioural Crime Linkage in Rape and Sexual Assault Cases,"Burrell, A.",https://pureportal.coventry.ac.uk/en/publications/behavioural-crime-linkage-in-rape-and-sexual-assault-cases,"
8
"
1355,Amy Burrell,Property Crime: Criminological and Psychological Perspectives,"Burrell, A.",https://pureportal.coventry.ac.uk/en/publications/property-crime-criminological-and-psychological-perspectives,"
13
"
1356,Amy Burrell,Linking serial sexual offences: Moving towards an ecologically valid test of the principles of crime linkage,"Burrell, A.",https://pureportal.coventry.ac.uk/en/publications/linking-serial-sexual-offences-moving-towards-an-ecologically-val,"
5
"
1357,Joel Busher,How the “internal brakes” on violent escalation work and fail: Towards a conceptual framework for understanding intra-group processes of restraint in militant groups,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/how-the-internal-brakes-on-violent-escalation-work-and-fail-towar,"
1
"
1358,Joel Busher,"Conclusion: Reflections on the First Five Years of the Prevent Duty in Early Years, Primary, Secondary and Further Education","Busher, J.",https://pureportal.coventry.ac.uk/en/publications/conclusion-reflections-on-the-first-five-years-of-the-prevent-dut,"
15
"
1359,Joel Busher,Introduction,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/introduction-22,"
10
"
1360,Joel Busher,Negotiating ethical dilemmas during an ethnographic study of anti-minority activism: A personal reflection on the adoption of a 'non-dehumanization' principle,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/negotiating-ethical-dilemmas-during-an-ethnographic-study-of-anti,"
9
"
1361,Joel Busher,"Researching the Far Right: Theory, Method and Practice","Busher, J.",https://pureportal.coventry.ac.uk/en/publications/researching-the-far-right-theory-method-and-practice,"
3
"
1362,Joel Busher,Restraint in Terrorist Groups and Radical Milieus: Towards a Research Agenda,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/restraint-in-terrorist-groups-and-radical-milieus-towards-a-resea,"
7
"
1363,Joel Busher,The Dynamics of Restraint in the Stop Huntingdon Animal Cruelty Campaign,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/the-dynamics-of-restraint-in-the-stop-huntingdon-animal-cruelty-c,"
25
"
1364,Joel Busher,The Introduction of the Prevent Duty into Schools and Colleges: Stories of Continuity and Change,"Busher, J.",https://pureportal.coventry.ac.uk/en/publications/the-introduction-of-the-prevent-duty-into-schools-and-colleges-st,"
18
"
1365,Joel Busher,"The Prevent Duty in Education: Impact, Enactment and Implications","Busher, J.",https://pureportal.coventry.ac.uk/en/publications/the-prevent-duty-in-education-impact-enactment-and-implications,"
9
"
1366,Maria Cable,The support and information needs of adolescents and young adults with cancer when active treatment ends,"Cable, M.",https://pureportal.coventry.ac.uk/en/publications/the-support-and-information-needs-of-adolescents-and-young-adults,"
3
"
1367,Maria Cable,An analysis of the development of adolescent and young adult cancer care in the United Kingdom: A Foucauldian perspective,"Cable, M.",https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-development-of-adolescent-and-young-adult-canc,"
1
"
1368,Maria Cable,Evaluation of a simulated online clinical ethics committee for teaching ethics to professionals working with adolescents and young adults with cancer,"Cable, M.",https://pureportal.coventry.ac.uk/en/publications/evaluation-of-a-simulated-online-clinical-ethics-committee-for-te,"
5
"
1369,Maria Cable,Young peoples experiences when active cancer treatment ends,"Cable, M.",https://pureportal.coventry.ac.uk/en/publications/young-peoples-experiences-when-active-cancer-treatment-ends,"
36
"
1370,Rui Cai,Development of high thermally conductive and electrically insulated epoxy nanocomposites with high mechanical performance,"Cai, R.",https://pureportal.coventry.ac.uk/en/publications/development-of-high-thermally-conductive-and-electrically-insulat,"
1
"
1371,Rui Cai,"Mechanically strong, stiff, and yet ductile AlSi7Mg/graphene composites by laser metal deposition additive manufacturing","Cai, R.",https://pureportal.coventry.ac.uk/en/publications/mechanically-strong-stiff-and-yet-ductile-alsi7mggraphene-composi,"
1
"
